,name_en,text,type
544,Smithing Master Iji dialog29,"I presume you've spoken with Blaidd? Very well. There is something you should know. The Two Fingers gave Blaidd to Lady Ranni, as a faithful follower. Her very shadow, incapable of treachery. But if Lady Ranni, as an Empyrean, resists being an instrument of the Two Fingers, the shadow will go mad, transforming from a follower into a horrid curse. But such is his destiny. In such matters, Blaidd's own thoughts hold no weight. It pains me so, but he must be neutralised. For Lady Ranni's sake.",dialog
545,Smithing Master Iji dialog30,"Unthinkable, how could Blaidd... How did he break free from his cell? No, more importantly... Blaidd became a curse that plagued Lady Ranni, yet even in madness, gave himself to her. I've made a grave misjudgment. And I thought myself a capable war counsellor... I'll catch up with you soon enough, Blaidd. When I do, I only hope you'll accept my apology.",dialog
546,Smithing Master Iji dialog31,"Oh, so you were the one. Lady Ranni has explained everything. You've defeated General Radahn, unlocking the stars. A grand reward, justly procured by any measure. Again, I am Iji. The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor. I welcome one of your calibre. A fellow champion in service of Lady Ranni.",dialog
547,Smithing Master Iji dialog32,"Thanks to you, Lady Ranni's fate once again stirs, and the path to Nokron has opened. Descend underground where the fallen star struck Limgrave. And make it yours. The precious treasure of Nokron. So that Lady Ranni may tread the dark path of the Empyrean.",dialog
548,Smithing Master Iji dialog33,"Oh, so you must be the one. Lady Ranni has explained everything. You've defeated General Radahn, unlocking the stars. A grand reward, justly procured by any measure. The pleasure is mine. I am Iji. The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor. I welcome one of your calibre. A fellow champion in service of Lady Ranni.",dialog
549,Smithing Master Iji dialog34,"Oh, there you are. Good of you to drop by. Have you heard? Lady Ranni has departed on her journey. Along the dark path of the Empyrean, from Renna's Rise, as she calls it. It would not have been possible without you. As Lady Ranni's war counsellor, and moreover, her childhood warden, I express my deepest gratitude. You, and only you, were Lady Ranni's true champion.",dialog
550,Smithing Master Iji dialog35,"My purpose is nearing its end. I've served Lady Ranni for as long as I can remember... It has been a long and wondrous journey. Now Lady Ranni is in your hands. I pray that you serve her well, unto the very end.",dialog
551,Smithing Master Iji dialog36,"Well, what's this? Are you certain? This is a fine reserve. Perhaps you knew that Old Iji appreciates a good drink. I'll save it for a quiet moment, that I might truly savour it.",dialog
552,Smithing Master Iji dialog37,"Lady Ranni has departed on her journey. Along the dark path of the Empyrean, from Renna's Rise, as she calls it. Now Lady Ranni is in your hands. I pray that you serve her well, unto the very end.",dialog
553,Smithing Master Iji dialog38,<sleeping>,dialog
554,Smithing Master Iji dialog39,Ngh!,dialog
555,Smithing Master Iji dialog40,"Enough of that, Tarnished. There is no fight without a foe.",dialog
556,Smithing Master Iji dialog41,"If that's the cloth you're cut from, don't ever show your face again. Not to me. And not to my liege. ...",dialog
557,Smithing Master Iji dialog42,Not to me. And not to my liege. ...,dialog
558,Smithing Master Iji dialog43,How could I have missed this... I have failed you... Lady... Ranni...,dialog
559,Smithing Master Iji dialog44,Agh.,dialog
560,Smithing Master Iji dialog45,Cease this treachery at once. Lady Ranni will be devastated.,dialog
561,Smithing Master Iji dialog46,This is a true shame. Don't ever show your face again. Not to me. And not to my liege. ...,dialog
562,Smithing Master Iji dialog47,... Lady Ranni has seen enough.,dialog
563,Smithing Master Iji dialog48,"Go as you must, Lady Ranni... Along the path of darkness...",dialog
564,Smithing Master Iji dialog49,,dialog
565,Jar-Bairn dialog1,"Hallo coz, what are you doing here? Hallo coz, what are you doing here? I didn't think anyone knew about this place, 'cept us jars. Oh! Are you going to be the new Potentate?",dialog
566,Jar-Bairn dialog2,"Gosh, truly? That's wonderful news! It's not easy being Potentate, though. I know, show me your hands. It's just a little test, coz, to see if you've got the right stuff. It's just a little test, coz, to see if you've got the right stuff.",dialog
567,Jar-Bairn dialog3,"Hmm. Your skin isn't so smooth, is it... You need slick, slidey hands to be Potentate, you know. I'm sorry coz, but I don't think you've got what it takes... I'm sorry coz, but I don't think you've got what it takes... What a shame...",dialog
568,Jar-Bairn dialog4,"Oh, hallo again, coz. Oh, hallo again, coz. I'm happy you came back. I have good tidings for you, coz. I have good tidings for you, coz. I have good tidings for you, coz. Have you noticed the rare flowers growing in this village? I asked the villagers if you could pick some of them. I asked the villagers if you could pick some of them. I asked the villagers if you could pick some of them. And they said you'd be very welcome! The flowers we have now are nice, but it's a bit boring having the same ones all the time. I think everyone would be glad of a change, actually...",dialog
569,Jar-Bairn dialog5,"You know the huge vase, at the centre of our village? If you plant lovely flower seeds inside the big vase, coz... If you plant lovely flower seeds inside the big vase, coz... Those flowers will bloom all through the whole village!",dialog
570,Jar-Bairn dialog6,"Oh, well, I'm sorry.",dialog
571,Jar-Bairn dialog7,"Coz. You'll be our Potentate after all, then? Coz. You'll be our Potentate after all, then? Coz. You'll be our Potentate after all, then?",dialog
572,Jar-Bairn dialog8,"Don't look so glum, coz. Don't look so glum, coz. Don't look so glum, coz. We can still chat, Potentate or not. Come back and visit me, when you can.",dialog
573,Jar-Bairn dialog9,"Go on, coz, you really should pick some of our flowers. Go on, coz, you really should pick some of our flowers. Go on, coz, you really should pick some of our flowers. Who knows, they might be of some use.",dialog
574,Jar-Bairn dialog10,"Oh, did you come to visit me again, coz? Oh, did you come to visit me again, coz? I'm happy you came back. Can you tell me about the outside? Oh first though, if you have some nice flower seeds, can you put them in the big vase in the middle of the village? I'm sure, when lots of them are in bloom, everyone will be so happy.",dialog
575,Jar-Bairn dialog11,"Oh, hallo again, coz. Oh, hallo again, coz. I'm happy you came back. Can you tell me about the outside? Oh, and you put seeds in the big vase, didn't you? Thanks, coz. Thanks, coz. I'm so excited to see what kind of flowers will blossom...",dialog
576,Jar-Bairn dialog12,"Oh, hallo again, coz. Oh, hallo again, coz. You put seeds in the big vase, didn't you? Such pretty flowers are blooming! Everyone's so happy. I've never seen anything like it! I'd love to see more flowers from the outside, someday. Loads more!",dialog
577,Jar-Bairn dialog13,"Oh, hallo again, coz. Oh, hallo again, coz. You put seeds in the big vase, didn't you? But...I don't really like those flowers. I'm sorry coz, I know you brought the seeds from all that way away... I'm sorry coz, I know you brought the seeds from all that way away... But I'm a jar, and you're not. I s'pose we just see things differently. But I'm a jar, and you're not. I s'pose we just see things differently.",dialog
578,Jar-Bairn dialog14,"Ah, hallo again. Say, coz. Have you met Uncle Alexander? Say, coz. Have you met Uncle Alexander? He used to live here with us, but then he left, to be a champion. I asked to go with him, but he said ""The path of champions must be trod alone"". So heroic, right? I miss him though. If you see him, you should ask him to teach you how to fight, coz. If you see him, you should ask him to teach you how to fight, coz. He's big and tough and strong!",dialog
579,Jar-Bairn dialog15,"Uncle Alexander said he won't be back again. ""My home is of the past. And the past, as they say, is a different country."" I suppose that's part of being a warrior, isn't it. So...please don't tell anyone, coz, but... So...please don't tell anyone, coz, but... I'm actually a warrior jar as well! One day, I'll be just like Uncle Alexander. And I'll have to leave the village to become a champion.",dialog
580,Jar-Bairn dialog16,"Uncle Alexander won't come back here again. ""My home is of the past. And the past, as they say, is a different country."" I suppose that's part of being a warrior, isn't it.",dialog
581,Jar-Bairn dialog17,"Ah, hallo again. Do you know what a poacher is, coz? Do you know what a poacher is, coz? They hunt us, smash us, and then take us away. This village is kept secret, so I think we're safe here. But you should be careful if you ever meet one of them, coz. But you should be careful if you ever meet one of them, coz. I hope uncle Alexander beats them all up, first...",dialog
582,Jar-Bairn dialog18,Those awful poachers. I hope uncle Alexander beats them all up.,dialog
583,Jar-Bairn dialog19,"Oh, hallo again, coz. Oh, hallo again, coz. Have you heard? A new Potentate's come to the village! I think he said his name was Diallos. He seems a little down in the dumps, but his hands! As smooth as silk!",dialog
584,Jar-Bairn dialog20,"I don't know, I'm a little disappointed actually. Even though good sir Diallos has a wonderful suit of armour... He says he isn't a warrior. And since he's a coward, he won't be fighting anymore. His smooth and silky hands feel nice when he pats us. But I wish we had a potentate big and strong like you. But I wish we had a potentate big and strong like you.",dialog
585,Jar-Bairn dialog21,Diallos' smooth and silky hands feel nice when he pats us... But I wish we had a potentate big and strong like you. But I wish we had a potentate big and strong like you. But I wish we had a potentate big and strong like you.,dialog
586,Jar-Bairn dialog22,O-oh! Coz! O-oh! Coz! I'm glad you came. But we're fine now. Diallos fought the poacher. Though quite a lot of us got broken... ... I won't cry though... I'm a warrior jar. A warrior.,dialog
587,Jar-Bairn dialog23,"""The tale of House Hoslow is told in blood."" That's the kind of warrior I want to be one day, coz. That's the kind of warrior I want to be one day, coz. Even if I'm scared, I'll still fight to protect everyone.",dialog
588,Jar-Bairn dialog24,"""The tale of House Hoslow is told in blood."" That's the kind of warrior I'm going to be. One who protects everybody.",dialog
589,Jar-Bairn dialog25,"Thanks for coming back, coz. Thanks for coming back, coz. I've been thinking. It's time for me to set out on a journey. As a warrior jar, upon the path of champions.",dialog
590,Jar-Bairn dialog26,"Wow, coz, are these... Wow, coz, are these... Insides? From Uncle Alexander? ... Thank you, coz. Thank you, coz. I'm a warrior jar, so I need to be strong. I can really have them, right? I understand. I'll get strong. Strong enough I deserve to have Uncle's insides.",dialog
591,Jar-Bairn dialog27,"I'm about to go on a journey. As a warrior jar, in search of glory.",dialog
592,Jar-Bairn dialog28,"Oh, hallo again, coz. Oh, hallo again, coz. Oh, hallo again, coz. No, I haven't changed my mind. I'll begin my journey once I'm ready to go. As a warrior jar, in search of glory.",dialog
593,Jar-Bairn dialog29,"I'll begin my journey once I'm ready to go. As a warrior jar, in search of glory.",dialog
594,Jar-Bairn dialog30,"I don't think I'll see you again, when I set out. Warriors are supposed to work alone. Goodbye, coz. Goodbye, coz. And thanks for everything. I'll never forget you, coz. I'll never forget you, coz.",dialog
595,Jar-Bairn dialog31,"I'll never forget you, coz. I'll never forget you, coz. I'll never forget you, coz.",dialog
596,Jar-Bairn dialog32,...,dialog
597,Jar-Bairn dialog33,"Coz... Coz... Coz... Tell me a story... About the big, wide world... ...",dialog
598,Jar-Bairn dialog34,"Uncle Alexander, look! It's me! I'm a warrior jar too! ...",dialog
599,Jar-Bairn dialog35,"Stop, no... Please, no, don't break us... ...",dialog
600,Jar-Bairn dialog36,"They're wonderful, Diallos. So smooth, and silky... ...",dialog
601,Jar-Bairn dialog37,The tale of House Hoslow... ...is told in blood... ...,dialog
602,Jar-Bairn dialog38,Oh?,dialog
603,Jar-Bairn dialog39,"What's the matter, coz? What's the matter, coz? What's the matter, coz? Don't be such a nasty brute.",dialog
604,Jar-Bairn dialog40,"Is this who you are, coz? Is this who you are, coz? Is this who you are, coz? You've cracked my heart. Please, don't crack the others... ...",dialog
605,Jar-Bairn dialog41,"You were a poacher, all along. You were a poacher, all along. You were a poacher, all along. You've cracked my heart. Please, don't crack the others... ...",dialog
606,Jar-Bairn dialog42,"So, you were a poacher, too. So, you were a poacher, too. So, you were a poacher, too. But the tale of house Hoslow is told in blood. I'll find you, one day, coz... I'll find you, one day, coz... I'll find you, one day, coz... ...",dialog
607,Jar-Bairn dialog43,,dialog
608,Jar-Bairn dialog44,,dialog
609,Jar-Bairn dialog45,,dialog
610,Aurelia's Sister dialog1,"Sister... Where did you go? You promised me. When we turned 14, we'd go to see the stars... I've been waiting ever so long. Forever and ever, it seems.",dialog
611,Aurelia's Sister dialog2,"Ahh, dear sister, you're finally here. No time to waste. Let's see the stars.",dialog
612,Latenna the Albinauric dialog1,"Foul Tarnished, what do you want? I told the all-hearing brute. That I possess no such medallion. Or have you come to take more from me? Was my other half not enough? I told the bastard in the bone armour.",dialog
613,Latenna the Albinauric dialog2,I told the all-hearing brute already. That I possess no such medallion. Or have you come to take more from me? Was my other half not enough? I told the bastard in bone armour already.,dialog
614,Latenna the Albinauric dialog3,"Oh...do you speak true? So old Albus entrusted his medallion to you. ... Then I've no choice. But to trust that this was his dying will. Let's try again. I'm Latenna. An Albinauric, the same as Old Albus. My apologies for my coarse words earlier. I presumed the worst, seeing that you were another Tarnished, like that all-hearing brute. I hope that you will forgive me. I presumed the worst, seeing that you were another Tarnished, like the bastard before.",dialog
615,Latenna the Albinauric dialog4,"Mm, the medallion is better off in your hands, anyway. Would you consider doing me a great service? I must go back. There is something that I must do, even if I must say farewell to my wolf, Lobo. Will you show me the way? To the land of Miquella's Haligtree. If you accept, I would gladly apprise you. Of the whereabouts of the medallion's other half.",dialog
616,Latenna the Albinauric dialog5,"Thank you kindly. They say the other half of the medallion is beyond the forbidden lands north of the Erdtree. In Castle Sol, on the Mountaintops of the Giants, accessible by the Grand Lift of Rold.",dialog
617,Latenna the Albinauric dialog6,"Then I suppose it's time. Farewell, Lobo. My faithful wolf, my better half. I will go with the Tarnished. So that our journey will not have been in vain. Forgive me, Lobo. ...",dialog
618,Latenna the Albinauric dialog7,Call upon me when needed. And I will fight at your side.,dialog
619,Latenna the Albinauric dialog8,"Well... I understand. You must have your own duty to fulfil. But please, allow me to say my piece. Even if you cannot take me, old Albus wished I relay to you the following: The other half of the medallion can be found beyond the forbidden lands north of the Erdtree. In Castle Sol, on the Mountaintops of the Giants, accessible by the Grand Lift of Rold.",dialog
620,Latenna the Albinauric dialog9,"If you seek the other half of the medallion, they say it's beyond the forbidden lands north of the Erdtree. In Castle Sol, on the Mountaintops of the Giants, accessible by the Grand Lift of Rold.",dialog
621,Latenna the Albinauric dialog10,"My thanks... You'll lead me then, to the land of Miquella's Haligtree. Farewell, Lobo. My faithful wolf, my better half. I will go with the Tarnished. So that our journey will not have been in vain. Forgive me, Lobo. ...",dialog
622,Latenna the Albinauric dialog11,"Do you hear me? It is I, Latenna. We're almost there. Castle Sol lies just off to the north, where the other medallion is housed. It will grant passage to the land of the Haligtree.",dialog
623,Latenna the Albinauric dialog12,"Castle Sol lies just off to the north, where the other medallion is housed. It will grant passage to the land of the Haligtree.",dialog
624,Latenna the Albinauric dialog13,Oh young yet towering sister of ours. Let the birthing droplet in. And create life. For us. For all the Albinaurics.,dialog
625,Latenna the Albinauric dialog14,"Thank you. I've finally fulfilled my purpose. Our young yet towering sister will give us hope. Now that nothing is left unfinished, I will join you in battle to the bitter end. And when the fighting is done, then you may lay me to rest. Beside Lobo, my dear wolf. ...",dialog
626,Latenna the Albinauric dialog15,"Do you hear me? It is I, Latenna. We have reached the land of Miquella's Haligtree, where Lobo and I began our travels. It's entirely thanks to you that I'm so close to home. These great snow-laden lands stretch far to the north. And beyond the ancient bowers, and the liturgical town of Ordina, lies the place to which I must return.",dialog
627,Latenna the Albinauric dialog16,"We have reached the land of Miquella's Haligtree. These great snow-laden lands stretch far to the north. And beyond the ancient bowers, and the liturgical town of Ordina, lies the place to which I must return.",dialog
628,Latenna the Albinauric dialog17,Ngh!,dialog
629,Latenna the Albinauric dialog18,"Stop, now. And I'll consider that a simple mishap.",dialog
630,Latenna the Albinauric dialog19,Are all you Tarnished the same? Was taking my other half not enough for you?,dialog
631,Latenna the Albinauric dialog20,"There is no meaning in a fight, lest it serve a greater duty.",dialog
632,Latenna the Albinauric dialog21,Ohh...Phillia Take...the birthing...droplet...,dialog
633,Latenna the Albinauric dialog22,,dialog
634,"Tanith, Volcano Manor Proprietress dialog1","Brave Tarnished, welcome to the Volcano Manor. I am Tanith, the proprietress of this house. Rya spoke well of you. ""A warrior of promise,"" I believe she said. Perhaps you are prepared to make a commitment. Will you join us here at the Volcano Manor, and resist the tide? Why accept the burden of their grace, or be fooled by the dogmatic ramblings of the Fingers? Rise with us, against the Erdtree.",dialog
635,"Tanith, Volcano Manor Proprietress dialog2",Interesting. Your decision is most welcome. Now you belong to the Volcano Manor family. The drawing room lies down the hall. Make yourself comfortable. But be sure to earn your keep.,dialog
636,"Tanith, Volcano Manor Proprietress dialog3","Well. That is unfortunate. Rya will be disappointed, but I won't twist your arm. Now, time for you to leave, I should think. Let this intersection of our paths be the last.",dialog
637,"Tanith, Volcano Manor Proprietress dialog4","Aren't you precocious. We rarely receive visitors to the Volcano Manor without invitation. Fascinating. And not unlike another guest we had long ago… So, Tarnished, have you ever harboured doubts? About the burden of grace, and the dogmatic ramblings of the Fingers? If you have, why not join the Volcano Manor, and fight with us? Rise with us, against the Erdtree.",dialog
638,"Tanith, Volcano Manor Proprietress dialog5","Your decision is most welcome. Now you belong to the Volcano Manor family. The drawing room lies down the hall. Make yourself comfortable. I am Tanith, the proprietress of this house. An honour to have you.",dialog
639,"Tanith, Volcano Manor Proprietress dialog6","Well. That is unfortunate. Now, time for you to leave, I should think. Let this intersection of our paths be the last.",dialog
640,"Tanith, Volcano Manor Proprietress dialog7","Did you read the letter left for you? That is the task the Volcano Manor desires you enact. You will be compensated once the deed is done. Good luck. If you are loath to hunt your own kin, so be it. But you must leave this house at once. This is a war against the Erdtree. We have no place for the meek, nor the luxury of keeping clean hands.",dialog
641,"Tanith, Volcano Manor Proprietress dialog8","What's this? Have you reconsidered the prospect? Of rising with us, against the Erdtree?",dialog
642,"Tanith, Volcano Manor Proprietress dialog9",Very well. Your decision is most welcome. Now you belong to the Volcano Manor family. The drawing room lies down the hall. Make yourself comfortable.,dialog
643,"Tanith, Volcano Manor Proprietress dialog10","You've completed your task. I am pleased. Now you are a recusant true, and a full-fledged member of the Volcano Manor. This is your reward, as promised. Never forget. That the recusant fights to tread the path of the champion. The way is tainted, but for this very reason, it is the true path to valour.",dialog
644,"Tanith, Volcano Manor Proprietress dialog11","I see you've performed another task for us. Here is your usual reward. Please, take it. Now, perhaps the time has come to tell you. Of the true ruler of this manor, Lord Rykard. The Erdtree blessed the Tarnished with grace. But it was all too meagre, in the face of the enormity of their task. The Tarnished were forced to scavenge, squabbling for crumbs. Like the shardbearers, vying for power in the wake of the Shattering. Our Lord, indignant, has refused. To scurry about, fighting over what miserly scraps they allow us. If the Erdtree, and indeed the very gods, would debase us so,",dialog
645,"Tanith, Volcano Manor Proprietress dialog12","then we are willing to raise the banner of resistance, even if it means heresy. We at the Volcano Manor, under Lord Rykard, have sworn no rest until it is done. If you follow this heroic path, one day the Lord will see you. The Lord's visits with our champions are always a spectacle. It cannot come a day too soon!",dialog
646,"Tanith, Volcano Manor Proprietress dialog13",The letter describes the task the Volcano Manor desires you enact. You will be compensated once the deed is done. Good luck.,dialog
647,"Tanith, Volcano Manor Proprietress dialog14","If you follow this heroic path, one day the Lord will see you. It cannot come a day too soon!",dialog
648,"Tanith, Volcano Manor Proprietress dialog15","She said that, to you? I should have known something was wrong. The signs were clear enough. Well. Zorayas has placed her trust in you. All the more reason I must tell you. That some things are better left unknown. Besides, no-one should be blamed for their heritage. Think about it. We are resisting the ways of the Erdtree itself. What matters one's lineage in such a crisis?",dialog
649,"Tanith, Volcano Manor Proprietress dialog16","No, I haven't seen Zorayas anywhere. And she has no scouting duties now. Has she gone off in search of answers? Why won't she just listen...",dialog
650,"Tanith, Volcano Manor Proprietress dialog17","May I ask your aid? Not as the Manor's proprietress, but as Zorayas' mother. If she discovers the answer to her question, and it causes distress, have her drink this potion. To purge that which would cause her pain.",dialog
651,"Tanith, Volcano Manor Proprietress dialog18","Yes, I know. My wish is a grave disrespect to her. No different than the Erdtree's imposition. But I've no choice... It must be done.",dialog
652,"Tanith, Volcano Manor Proprietress dialog19","Thank you, for allowing me this. I will never be a good mother. My heart is too frail. Our Lord must have known this all along. My meekness is all too clear...",dialog
653,"Tanith, Volcano Manor Proprietress dialog20","Really, she is dead, then... My gratitude for your forthrightness. If you would...allow me some time alone.",dialog
654,"Tanith, Volcano Manor Proprietress dialog21","Please, allow me some time alone.",dialog
655,"Tanith, Volcano Manor Proprietress dialog22","I see that you've stayed the path of champions. This is your usual reward. Please, take it. Perhaps you are ready. Might you see our Lord? Our Lord will no doubt welcome you. Another kindred spirit, treading the path of champions.",dialog
656,"Tanith, Volcano Manor Proprietress dialog23","Yes, as it should be. Now, close your eyes for a moment. I will transport you to the Lord's chamber. Farewell, then. May your visit be fruitful.",dialog
657,"Tanith, Volcano Manor Proprietress dialog24","I see... Well, I cannot make you take the leap. But do know this. To follow the path of valour, an audience with our Lord is essential. In order to defy this debasement, and rise up against the Erdtree. Like a true recusant of the Volcano Manor.",dialog
658,"Tanith, Volcano Manor Proprietress dialog25","Won't you consider having an audience with our Lord? Our Lord will no doubt welcome you. Another kindred spirit, treading the path of champions.",dialog
659,"Tanith, Volcano Manor Proprietress dialog26","You... It's true then. You've defeated our Lord. No, I must thank you. Our Lord was yet weak. You have taught us that. Defeat is not the end. Our Lord is immortal, and will one day rise again, stronger. Until then, I must stay the path, and do my part.",dialog
660,"Tanith, Volcano Manor Proprietress dialog27","I will leave the Volcano Manor before long. I suggest you do the same. Here is my thanks. For allowing our Lord to be revived, even stronger than before. I will miss these encounters. The champion who walks the tainted path shines all the more. I always was an admirer.",dialog
661,"Tanith, Volcano Manor Proprietress dialog28","Oh, you... Allow me some time. Our Lord's carcass is vast, and not easily consumed. Dear Rykard, please find purchase within me, I wish to be your serpent; your family. One day, let us devour the gods together.",dialog
662,"Tanith, Volcano Manor Proprietress dialog29","Dear Rykard, please find purchase within me, I wish to be your serpent; your family. One day, let us devour the gods together.",dialog
663,"Tanith, Volcano Manor Proprietress dialog30","Now, time for you to leave, I should think. Let this intersection of our paths be the last.",dialog
664,"Tanith, Volcano Manor Proprietress dialog31","The drawing room is through the hall. Use the key I handed you, and make yourself comfortable.",dialog
665,"Tanith, Volcano Manor Proprietress dialog32","What's this? Have you reconsidered the prospect? Of rising with us, against the Erdtree?",dialog
666,"Tanith, Volcano Manor Proprietress dialog33",Very well. Your decision is most welcome. Now you belong to the Volcano Manor family. The drawing room lies down the hall. Make yourself comfortable.,dialog
667,"Tanith, Volcano Manor Proprietress dialog34","Now, time for you to leave, I should think. Let this intersection of our paths be the last.",dialog
668,"Tanith, Volcano Manor Proprietress dialog35","The drawing room is through the hall. Use the key I handed you, and make yourself comfortable.",dialog
669,"Tanith, Volcano Manor Proprietress dialog36","Now you are a recusant true, and a full-fledged member of the Volcano Manor. I am pleased to have you on our side.",dialog
670,"Tanith, Volcano Manor Proprietress dialog37","Did you see her? The girl, Rya…with her true face. ... Well, if she confided in you the name Zorayas, then perhaps it is not my place to speak. But as her adoptive mother, I ask of you. Please, be kind to her. Look after young Zorayas. Her true visage belies the purity of her heart. …Honestly, I hardly deserve the sweet child.",dialog
671,"Tanith, Volcano Manor Proprietress dialog38","Please, be kind to her. Look after young Zorayas. Her true visage belies the purity of her heart.",dialog
672,"Tanith, Volcano Manor Proprietress dialog39","Zorayas has placed her trust in you. All the more reason I must tell you. That some things are better left unknown. Besides, no-one should be blamed for their heritage.",dialog
673,"Tanith, Volcano Manor Proprietress dialog40",My wish is a grave disrespect to her. But I've no choice... It must be done.,dialog
674,"Tanith, Volcano Manor Proprietress dialog41","Sweet Zorayas, have I earned your scorn?",dialog
675,"Tanith, Volcano Manor Proprietress dialog42","This is farewell. Perhaps we will meet again, along the path.",dialog
676,"Tanith, Volcano Manor Proprietress dialog43",What is it? I have no need of that. I must continue devouring my beloved lord...,dialog
677,"Tanith, Volcano Manor Proprietress dialog44","Oh, you... Allow me some time. Our lord's carcass is not easily consumed.",dialog
678,"Tanith, Volcano Manor Proprietress dialog45",,dialog
679,"Tanith, Volcano Manor Proprietress dialog46","Ngh! Ahh, my lord... Rykard...",dialog
680,"Tanith, Volcano Manor Proprietress dialog47","Oh, Rykard… Let me be your serpent…",dialog
681,White Mask Varré dialog1,"Oh, yes... Tarnished, are we? Come to the Lands Between for the Elden Ring, hmm? Of course you have. No shame in it. But I'm afraid you're plumb out of luck. You are maidenless. A bit player, fully divorced from the strength of runes. Feel free to go off and die in a ditch somewhere.",dialog
682,White Mask Varré dialog2,"Oh, can't seem to wrap your head around your predicament? It's no surprise. You poor have-nots are a stubborn lot. Fine, then. If you must have a go at it, maidenless as you are, you'll require an education. On the ways of the learned Tarnished. Are you familiar with grace? The golden light that gives life to you Tarnished. You may also behold its golden rays pointing in a particular direction at times. That is the guidance of grace. The path that a Tarnished must travel. It's nothing short of a miracle. That the guidance of grace can lead you, maidenless as you are, to the perfect place to die in obscurity.",dialog
683,White Mask Varré dialog3,"What's the matter? Shouldn't you be off proving yourself, or some such? Then go on, take the hint and follow the guidance of grace. To Castle Stormveil, on the cliff. And if, by chance, you do find your way to the castle, you may receive a summons. To the famed Roundtable Hold…",dialog
684,White Mask Varré dialog4,"Guidance will show the way, most certainly. To Castle Stormveil, over on the cliff. The home of the decrepit demigod, Godrick the Grafted. Although I'm afraid you'll never make it that far, hmm. Rest assured, I sympathise, deeply. There's no worse fate than to be maidenless. Oh, but if, by chance, you do find your way to the castle, you may receive a summons. To the famed Roundtable Hold…",dialog
685,White Mask Varré dialog5,"Oh, yes... Tarnished, are we? Come to the Lands Between for the Elden Ring, hmm? Of course you have. No shame in it. Unfortunately for you, however, you are maidenless. Without guidance, without the strength of runes, and without an invitation to the Roundtable Hold... You are fated, it seems, to die in obscurity.",dialog
686,White Mask Varré dialog6,"Luckily for you, however, there is one shining ray of hope for even the maidenless. Me. Varré. Take care to listen. Are you familiar with grace? The golden light that gives life to you Tarnished. You may also behold its golden rays pointing in a particular direction at times. That is the guidance of grace. The path that a Tarnished must travel. Mm, indeed. Grace's guidance holds the answers. It will lead you Tarnished to the path you are meant to follow. Even if it leads you to your grave.",dialog
687,White Mask Varré dialog7,"Grace's guidance will reveal the path forward, most certainly. To Castle Stormveil, over on the cliff. The home of the decrepit demigod, Godrick the Grafted.",dialog
688,White Mask Varré dialog8,"It's time you set off, I should think. To Castle Stormveil, on the cliff, where grace would guide you. If you seek the Elden Ring, maidenless as you are.",dialog
689,White Mask Varré dialog9,"Ohh, well done, well done indeed. You made it through that entire mess, all the way to Stormveil. And off you trotted to the Roundtable Hold… My sincerest congratulations. But, how did you find the Roundtable? Oh, you don't have to say it. Before, the Roundtable was chock full of venerated warriors, but now, it's home to puff-chests and has-beens. I fear you've been terribly disappointed. I don't blame you. But still, the Roundtable has its perks. Why not earn a seat? Fly straight and true, so to speak.",dialog
690,White Mask Varré dialog10,"Ahh, then you're interested? A wise choice indeed. To join the Roundtable proper, you must acquire a Great Rune, and request audience... ...with the Two Fingers, in the inner chamber. They are the purported masters of the grace that guides your kind, the Tarnished. Mm, yes, pay them a visit, so that you may see for yourself.",dialog
691,White Mask Varré dialog11,"Challenge Godrick the Grafted, lord of Stormveil, to acquire a Great Rune. Decrepit, he may be, but a demigod he remains. And of course, an inheritor of a Great Rune. Worse yet, I hear old Godrick's acquired a ferocious new toy to graft... So. Prepare for the worst.",dialog
692,White Mask Varré dialog12,"... Yes, I see. Perhaps it's just as well. Besides, you are maidenless. One can only do so much with the materials provided. But then again, if you should realise the error of your ways, I'm always willing to hear you out.",dialog
693,White Mask Varré dialog13,"Oh, have you decided to have a go after all? At joining the Roundtable proper?",dialog
694,White Mask Varré dialog14,"What's the matter? Aren't you supposed to be earning your place at the Roundtable Hold? Then you must face Godrick the Grafted, lord of Stormveil, for without a Great Rune, you will not be granted audience. With the Two Fingers, in the inner chamber.",dialog
695,White Mask Varré dialog15,"Ohh, well done, well done indeed. You bested Godrick the Grafted, and claimed a Great Rune. You felled a demigod, and claimed a Great Rune. My congratulations. Now, visit the Roundtable Hold. For an audience with the Two Fingers, in the inner chamber.",dialog
696,White Mask Varré dialog16,"Go to the Roundtable Hold. For an audience with the Two Fingers, in the inner chamber.",dialog
697,White Mask Varré dialog17,"Ah, there you are. You claimed a Great Rune, and had your audience. With the Two Fingers, at the Roundtable Hold. You've had your audience. With the Two Fingers, at the Roundtable Hold. What was your impression?",dialog
698,White Mask Varré dialog18,"Ah-ha, your intuition serves you well. My doubts had been piling up, you see. ...The words of the Two Fingers cannot be trusted. Truly, naught but rambling, senile delusions. I believe, that when the Elden Ring was shattered, the Two Fingers were corrupted, their guidance; skewed. Even worse, the Fingers harbor no love for our kind. That's the part that irks the most.",dialog
699,White Mask Varré dialog19,"Oh, I have a gift for you, something fit only for the wise.",dialog
